original_entry_id,original_label,original_destination,feature_code,canonical_route_id,module,category,task,owner,access_policy,availability,unavailable_reason,screen_pattern,primary_action,normal_viewport_expectation,constrained_viewport_expectation,implementation_status,navigation_result,search_result,state_result,visual_result,keyboard_result,installed_result,evidence,open_issue
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\InvestigationApprovalsWorkspaceView.xaml#SubmitAdjustment_Click-17,Submit for approval,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\InvestigationApprovalsWorkspaceView.xaml,,adjustment,Exceptions,Review,Adjustment Request,OperationsAdministration,2,ACTIVE,,Supporting action,SubmitAdjustment_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\InvestigationApprovalsWorkspaceView.xaml#ApproveSelected_Click-22,Approve selected,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\InvestigationApprovalsWorkspaceView.xaml,,approval-centre,Approvals,Review,Approval Centre,OperationsAdministration,3,ACTIVE,,Supporting action,ApproveSelected_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\InvestigationApprovalsWorkspaceView.xaml#RejectSelected_Click-23,Reject selected,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\InvestigationApprovalsWorkspaceView.xaml,,approval-centre,Approvals,Review,Approval Centre,OperationsAdministration,3,ACTIVE,,Supporting action,RejectSelected_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#RefreshOperations_Click-4,Refresh operations,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,data-quality,Exceptions,Exceptions & Approvals,Data Quality,OperationsAdministration,1,ACTIVE,,Supporting action,RefreshOperations_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#UpdateIssueWorkflow_Click-18,Acknowledge,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,data-quality,Exceptions,Exceptions & Approvals,Data Quality,OperationsAdministration,1,ACTIVE,,Supporting action,UpdateIssueWorkflow_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#UpdateIssueWorkflow_Click-19,Resolve,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,data-quality,Exceptions,Exceptions & Approvals,Data Quality,OperationsAdministration,1,ACTIVE,,Supporting action,UpdateIssueWorkflow_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#UpdateIssueWorkflow_Click-20,Waive,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,data-quality,Exceptions,Exceptions & Approvals,Data Quality,OperationsAdministration,1,ACTIVE,,Supporting action,UpdateIssueWorkflow_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#SaveAutomationSettings_Click-35,Save automation settings,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,watch-folder,Settings,Integrations,Watch Folder,OperationsAdministration,2,ACTIVE,,Supporting action,SaveAutomationSettings_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#RunAutomationNow_Click-36,Run automation now,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,watch-folder,Settings,Integrations,Watch Folder,OperationsAdministration,2,ACTIVE,,Supporting action,RunAutomationNow_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#ReportSchedule_SelectionChanged-38,ReportSchedulesGrid,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,scheduler,Settings,Integrations,Scheduler,OperationsAdministration,3,ACTIVE,,Supporting action,ReportSchedule_SelectionChanged,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#SaveSchedule_Click-45,Update selected schedule,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,scheduler,Settings,Integrations,Scheduler,OperationsAdministration,3,ACTIVE,,Supporting action,SaveSchedule_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#RunBackupNow_Click-51,Run checksum backup now,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,backups,Settings,Database & Recovery,Backups,OperationsAdministration,3,ACTIVE,,Supporting action,RunBackupNow_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#RunRecoveryDrillNow_Click-52,Run isolated recovery drill,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,recovery,Settings,Database & Recovery,Restore & Recovery Drill,OperationsAdministration,3,ACTIVE,,Supporting action,RunRecoveryDrillNow_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml#CreateSupportPackage_Click-53,Create privacy-safe support package,src\Etp.Reporting.Desktop\Modules\OperationsAdministration\OperationsWorkspaceView.xaml,,support-package,Settings,Database & Recovery,Support Package,OperationsAdministration,3,ACTIVE,,Supporting action,CreateSupportPackage_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes. Settings sidebar defect reported 2026-09-13; reproduction and repair pending VM access and screen capture (ETP-UI-REDESIGN-ACCEPTANCE-RESUME-2026-09-13.md)."
src\Etp.Reporting.Desktop\Modules\Registers\RegistersWorkspaceView.xaml#RefreshRegisters_Click-6,Refresh,src\Etp.Reporting.Desktop\Modules\Registers\RegistersWorkspaceView.xaml,,register-inward,Registers,Registers,Inward Register,Registers,2,ACTIVE,,Supporting action,RefreshRegisters_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\Registers\RegistersWorkspaceView.xaml#RefreshRegisters_Click-9,Search,src\Etp.Reporting.Desktop\Modules\Registers\RegistersWorkspaceView.xaml,,register-inward,Registers,Registers,Inward Register,Registers,2,ACTIVE,,Supporting action,RefreshRegisters_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\Registers\RegistersWorkspaceView.xaml#SaveRegisterEntry_Click-31,Save draft,src\Etp.Reporting.Desktop\Modules\Registers\RegistersWorkspaceView.xaml,,register-inward,Registers,Registers,Inward Register,Registers,2,ACTIVE,,Supporting action,SaveRegisterEntry_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\Reports\ReportsWorkspaceView.xaml#RunCatalogueReport_Click-36,Daily Sales / DSR,src\Etp.Reporting.Desktop\Modules\Reports\ReportsWorkspaceView.xaml,,report-dsr,Reports,Sales,Daily Sales Report,Reports,1,ACTIVE,,Supporting action,RunCatalogueReport_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
src\Etp.Reporting.Desktop\Modules\Reports\ReportsWorkspaceView.xaml#RunCatalogueReport_Click-37,Titan Sales Summary,src\Etp.Reporting.Desktop\Modules\Reports\ReportsWorkspaceView.xaml,,report-sales-titan,Reports,Sales,Titan Sales Summary,Reports,1,ACTIVE,,Supporting action,RunCatalogueReport_Click,Focused identity and primary action; bounded content,Reachable actions at 800x440 DIP,IMPLEMENTED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,UNVERIFIED,artifacts/ui-redesign/20260912-sprint/matrix-r19; artifacts/ui-redesign/20260912-sprint/control-reconciliation.json; artifacts/ui-redesign/20260912-sprint/controls-r3; docs/audit/ETP-UI-REDESIGN-ACCEPTANCE.md; artifacts/ui-redesign/20260912-sprint/report-states-r7/report-state-results.json,"Source/control mapping and offscreen composition checked; these result columns reserve full interactive/installed acceptance, which is unverified. See acceptance record for scoped local passes."
